path,index_path,value_path,index_shape,value_shape,index_dtype,value_dtype,index_len,gotthard_master_len,sample_ratio_vs_gotthard,matched_gotthard_trains,match_fraction_of_gotthard,exact_gotthard_order,time_resolution,sample_n,finite_n,finite_fraction,min,p01,median,p99,max,unique_n_sample
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.W.SIGMA,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.W.SIGMA/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.W.SIGMA/value,"(470,)","(470,)",uint32,float32,470,4330,0.10854503464203233,442,0.10207852193995381,0,sparse_train_indexed_monitor,470,470,1.0,2.4334007321158424e-05,2.44462615410157e-05,3.567663225112483e-05,6.170112523250282e-05,6.199940980877727e-05,439
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.W.STATE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.W.STATE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.W.STATE/value,"(66,)","(66,)",uint32,float32,66,4330,0.015242494226327945,61,0.014087759815242495,0,sparse_train_indexed_monitor,66,66,1.0,0.0,0.0,0.0,4096.0,4096.0,2
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PRESSURE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PRESSURE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PRESSURE/value,"(73,)","(73,)",uint32,float32,73,4330,0.016859122401847577,68,0.015704387990762125,0,sparse_train_indexed_monitor,73,73,1.0,3.923101758118719e-06,3.923101758118719e-06,3.926837507606251e-06,3.928962069039699e-06,3.929414560843725e-06,9
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/ROUGH.PRESSURE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/ROUGH.PRESSURE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/ROUGH.PRESSURE/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,7.93999970483128e-06,7.93999970483128e-06,7.93999970483128e-06,7.93999970483128e-06,7.93999970483128e-06,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/WAVELENGTH.USED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/WAVELENGTH.USED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/WAVELENGTH.USED/value,"(68,)","(68,)",uint32,float32,68,4330,0.015704387990762125,63,0.014549653579676674,0,sparse_train_indexed_monitor,68,68,1.0,4.575062274932861,4.575062274932861,4.583518981933594,4.592007160186768,4.592007160186768,8
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/DCR,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/DCR/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/DCR/value,"(69,)","(69,)",uint32,float32,69,4330,0.015935334872979216,64,0.014780600461893764,0,sparse_train_indexed_monitor,69,69,1.0,2.3417001102643553e-06,2.3417001102643553e-06,2.3432000944012543e-06,2.3437999061570736e-06,2.3437999061570736e-06,12
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/GAS.TYPE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/GAS.TYPE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/GAS.TYPE/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.0,3.0,3.0,3.0,3.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/PRESSURE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/PRESSURE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/PRESSURE/value,"(95,)","(95,)",uint32,float32,95,4330,0.021939953810623556,89,0.020554272517321018,0,sparse_train_indexed_monitor,95,95,1.0,2.329651943000499e-05,2.329651943000499e-05,2.332024996576365e-05,2.332896474399604e-05,2.332896474399604e-05,39
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/PRESSURE.FILTERED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/PRESSURE.FILTERED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/PRESSURE.FILTERED/value,"(67,)","(67,)",uint32,float32,67,4330,0.015473441108545035,62,0.014318706697459584,0,sparse_train_indexed_monitor,67,67,1.0,2.3307376977754757e-05,2.3307376977754757e-05,2.331995165150147e-05,2.3320646505453624e-05,2.3320646505453624e-05,7
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/RD,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/RD/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/RD/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,8.150000212481245e-07,8.150000212481245e-07,8.150000212481245e-07,8.150000212481245e-07,8.150000212481245e-07,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/RDs,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/RDs/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/RDs/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,-1.2999999687846042e-10,-1.2999999687846042e-10,-1.2999999687846042e-10,-1.2999999687846042e-10,-1.2999999687846042e-10,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/RSP,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/RSP/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.HALL.SRG/RSP/value,"(122,)","(122,)",uint32,float32,122,4330,0.02817551963048499,114,0.026327944572748268,0,sparse_train_indexed_monitor,122,122,1.0,405.25,405.260009765625,405.47999572753906,405.7078958129883,405.7200012207031,40
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/DCR,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/DCR/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/DCR/value,"(77,)","(77,)",uint32,float32,77,4330,0.017782909930715934,72,0.016628175519630486,0,sparse_train_indexed_monitor,77,77,1.0,6.498199809357175e-07,6.498199809357175e-07,6.50629999654484e-07,6.512499908239988e-07,6.512499908239988e-07,17
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/GAS.TYPE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/GAS.TYPE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/GAS.TYPE/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.0,3.0,3.0,3.0,3.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/PRESSURE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/PRESSURE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/PRESSURE/value,"(100,)","(100,)",uint32,float32,100,4330,0.023094688221709007,95,0.021939953810623556,0,sparse_train_indexed_monitor,100,100,1.0,3.9144319998740684e-06,3.914448207069654e-06,3.926494628103683e-06,3.935698259738274e-06,3.935698259738274e-06,37
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/PRESSURE.FILTERED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/PRESSURE.FILTERED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/PRESSURE.FILTERED/value,"(73,)","(73,)",uint32,float32,73,4330,0.016859122401847577,68,0.015704387990762125,0,sparse_train_indexed_monitor,73,73,1.0,3.923101758118719e-06,3.923101758118719e-06,3.926837507606251e-06,3.928962069039699e-06,3.929414560843725e-06,9
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/RD,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/RD/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/RD/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.8900000731700857e-07,3.8900000731700857e-07,3.8900000731700857e-07,3.8900000731700857e-07,3.8900000731700857e-07,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/RDs,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/RDs/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/RDs/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,1.000000013351432e-10,1.000000013351432e-10,1.000000013351432e-10,1.000000013351432e-10,1.000000013351432e-10,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/RSP,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/RSP/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PRESSURE/FL2.TUNNEL.SRG/RSP/value,"(108,)","(108,)",uint32,float32,108,4330,0.024942263279445726,101,0.023325635103926098,0,sparse_train_indexed_monitor,108,108,1.0,409.2200012207031,409.2200012207031,409.2900085449219,409.3399963378906,409.3500061035156,14
/FL2/Photon Diagnostic/GMD/Pulse resolved energy/energy hall,/FL2/Photon Diagnostic/GMD/Pulse resolved energy/energy hall/index,/FL2/Photon Diagnostic/GMD/Pulse resolved energy/energy hall/value,"(4513,)","(4513, 8, 30)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,pulse_resolved_bunch_multi_channel,199920,175763,0.8791666666666667,-0.09316489100456238,0.0,0.0,8.289580097198494,4096.0,54855
/FL2/Photon Diagnostic/GMD/Pulse resolved energy/energy tunnel,/FL2/Photon Diagnostic/GMD/Pulse resolved energy/energy tunnel/index,/FL2/Photon Diagnostic/GMD/Pulse resolved energy/energy tunnel/value,"(4513,)","(4513, 8, 30)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,pulse_resolved_bunch_multi_channel,199920,175763,0.8791666666666667,-13.706068992614746,-0.6693111717700957,0.0,12.148376178741456,4096.0,52231
/FL2/Photon Diagnostic/GMD/Two color operation/pulse energy colour 1,/FL2/Photon Diagnostic/GMD/Two color operation/pulse energy colour 1/index,/FL2/Photon Diagnostic/GMD/Two color operation/pulse energy colour 1/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,0,0.0,nan,nan,nan,nan,nan,nan
/FL2/Photon Diagnostic/GMD/Two color operation/pulse energy colour 2,/FL2/Photon Diagnostic/GMD/Two color operation/pulse energy colour 2/index,/FL2/Photon Diagnostic/GMD/Two color operation/pulse energy colour 2/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,0,0.0,nan,nan,nan,nan,nan,nan
/FL2/Photon Diagnostic/GMD/Two color operation/wavelength colour 1,/FL2/Photon Diagnostic/GMD/Two color operation/wavelength colour 1/index,/FL2/Photon Diagnostic/GMD/Two color operation/wavelength colour 1/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,1
/FL2/Photon Diagnostic/GMD/Two color operation/wavelength colour 2,/FL2/Photon Diagnostic/GMD/Two color operation/wavelength colour 2/index,/FL2/Photon Diagnostic/GMD/Two color operation/wavelength colour 2/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/check iteration interval,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/check iteration interval/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/check iteration interval/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,100.0,100.0,100.0,100.0,100.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/check routines active,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/check routines active/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/check routines active/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,1.0,1.0,1.0,1.0,1.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF1 general ErrStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF1 general ErrStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF1 general ErrStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF1 general WrnStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF1 general WrnStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF1 general WrnStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF2 general ErrStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF2 general ErrStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF2 general ErrStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF2 general WrnStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF2 general WrnStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF2 general WrnStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF3 general ErrStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF3 general ErrStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF3 general ErrStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF3 general WrnStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF3 general WrnStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF3 general WrnStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF4 general ErrStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF4 general ErrStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF4 general ErrStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,1.0,1.0,1.0,1.0,1.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF4 general WrnStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF4 general WrnStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/eTOF4 general WrnStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/fixed prompt positions,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/fixed prompt positions/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/fixed prompt positions/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,1.0,1.0,1.0,1.0,1.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/hv for ROI setting,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/hv for ROI setting/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/hv for ROI setting/value,"(68,)","(68,)",uint32,float32,68,4330,0.015704387990762125,63,0.014549653579676674,0,sparse_train_indexed_monitor,68,68,1.0,269.99957275390625,269.99957275390625,270.49957275390625,270.99957275390625,270.99957275390625,8
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/run control status,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/run control status/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/General operation parameters/run control status/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/BIT,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/BIT/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/BIT/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,521.0,521.0,521.0,521.0,521.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/DIN.BIT2,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/DIN.BIT2/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/DIN.BIT2/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/DIN.INT,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/DIN.INT/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/DIN.INT/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/DOT.BIT5,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/DOT.BIT5/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/DOT.BIT5/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,1.0,1.0,1.0,1.0,1.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/DOT.INT,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/DOT.INT/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/DOT.INT/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,37.0,37.0,37.0,37.0,37.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/GASID,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/GASID/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/GASID/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.0,3.0,3.0,3.0,3.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/PRI.NUM,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/PRI.NUM/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/PRI.NUM/value,"(179,)","(179,)",uint32,float32,179,4330,0.04133949191685912,169,0.03903002309468822,0,sparse_train_indexed_monitor,179,179,1.0,1.240000013780218e-08,1.2500000146076218e-08,1.2600000154350255e-08,1.2700000162624292e-08,1.2700000162624292e-08,4
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/PRS.NUM,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/PRS.NUM/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/PRS.NUM/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,9.999999717180685e-10,9.999999717180685e-10,9.999999717180685e-10,9.999999717180685e-10,9.999999717180685e-10,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/VAP,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/VAP/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS1/VAP/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,512.0,512.0,512.0,512.0,512.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/BIT,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/BIT/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/BIT/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,523.0,523.0,523.0,523.0,523.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/DIN.BIT2,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/DIN.BIT2/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.OPIS2/DIN.BIT2/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
